id	name	host	link	time	yeild	photo	nutrients	instructions	number_ingredients
11	Galette de pommes de terre aux topinambours et au thym	750g.com	https://www.750g.com/galette-de-pommes-de-terre-aux-topinambours-et-au-thym-r41118.htm	40	4 servings	https://static.750g.com/images/600-600/1dbc2694ba09b2c006ed959d0093c8b9/galette-de-pommes-de-terre-aux-topinambours-et-au-thym.png	not_given	Step 1 :Peel the Jerusalem artichokes, carrots and grate them with the big grid.2nd step :To book.Step 3:Peel the potatoes, wash them and grate them.Step 4:To book.Step 5:Peel the onion, mince it, brown it in oil and then bacon, potatoes and jets.Step 6:Placing everything and going in the oven for 20 min.Step 7:Decorate with a Thyme twig.	9
12	Galette moelleuse de pommes de terre	750g.com	https://www.750g.com/galette-de-pommes-de-terre-r12559.htm	45	6 servings	https://static.750g.com/images/600-600/a5279e011bef279b3fb5af0ac088dc24/galette-de-pommes-de-terre.jpeg	not_given	Step 1 :Cook the unpleasant potatoes in salted water.2nd step :Peel them.Pass them to the vegetable mill Add butter and flour, work everything with a wooden spoon.Step 3:Put in a buttered pie pan and go in the oven _preheated_ for a good half hour.	3
13	Galette de pommes de terre au thym	750g.com	https://www.750g.com/galette-de-pommes-de-terre-au-thym-r81716.htm	20	4 servings	https://static.750g.com/images/600-600/fd7eaef187bb9e4f781ec89d7a9cc75d/galette-de-pommes-de-terre-au-thym.jpeg	not_given	Step 1 :Crush the potatoes. Cap the eggs and beat them;Add the potatoes, grated cheese, salt, pepper and thyme.2nd step :Heat a stove with a drizzle of oil.Put 2 tablespoons of the preparation and spread slightly to make a pancake the size of a pancake _about 10cm in diameter and less than 1cm thick_.Step 3:Cook over medium heat for 2 minutes on each side.The cake must be golden;If it blackens too much, lower the power of the fire. If necessary, re-oze the pan to enter each cooking.	5
14	Galette de pommes de terre rapide	750g.com	https://www.750g.com/galette-de-pommes-de-terre-r36151.htm	22	3 servings	https://static.750g.com/images/600-600/ad083309244aeb7e7adfc4a720f19fbc/galette-de-pommes-de-terre-rapide.png	not_given	Step 1 :Peel the raw potatoes and scrape them into a bowl.2nd step :Add the rape onions, eggs, flour. Bien stir and then add parsley, pepper, salt.Step 3:Once the homogeneous mixture has been obtained, heat oil in a pan _do not hesitate to be generous_ then once the oil is very hot, take a little preparation using a tank and form aSmall pancake in the pan.Step 4:Brown 5 min on each side.Step 5:Taste hot, with a drizzle of fresh cream, or as an accompaniment.	8
15	Tiramisu belge	750g.com	https://www.750g.com/tiramisu-belge-r36613.htm	30	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Preparation: Break the eggs and separate the whites from the yolks. Blanch the egg yolks by gradually adding the brown sugar and the vanilla sugar. BIEN Mix by adding the sugar so as to obtain a homogeneous mixture. and sparkling. Eggs and sugar must form a firm ribbon. Add the egg mascarpone and mix with a whisk. 2nd step :Beat the egg whites in very firm snow. Incorporate the egg whites with the egg/ mascarpone mixture. Add all gently to the spatula by delicately lifting the mixture, preventing the egg whites should fall. In a deep plate, mix the coffee with the Marsala _with possibly a little caramel_. Lightly dip the speculoos cookies in the hollow plate. Do not soak them too much so that the cookies remain a minimum firm. The interior of the cookie must remain dry. Step 3:Line the bottom of a terrine or a dish with a layer of cookies to cover the layer of cookies with the mascarpone and egg mixture. Alternate the layers of cookies and cream to with a layer of cream. Put the dish in the refrigerator for 4 hours .	8
16	Tiramisu aux spéculoos version belge	750g.com	https://www.750g.com/tiramisu-aux-speculoos-r37155.htm	15	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Break the eggs and separate the whites from the yolks. Blanch the egg yolks by gradually adding the brown sugar and the vanilla sugar. Bien mix by adding the sugar so as to obtain a homogeneous and frothy mixture. Eggs and sugar must form a firm ribbon. Add the egg mascarpone and mix with a whisk. 2nd step :Beat the egg whites in very firm snow. Incorporate the egg whites with the egg/ mascarpone mixture. Gently incorporate into the spatula by delicately lifting the mixture to prevent the egg whites with falling. Step 3:In a deep plate, mix the coffee with the Marsala _with possibly a little caramel. Step 4:Lightly dip the speculoos cookies in the hollow plate. Do not soak them too much so that the cookies remain a minimum firm. The inside of the cookie must remain dry. Take the bottom of a terrine or a dish with a layer of cookies. Be held the layer of cookies with the mascarpone and eggs mixture. Alternate the layers of cookies and cream. Finish with a layer of cream. Step 5:Put the dish in the refrigerator for 4 h. Servir the sprinkled portions of bitter cocoa.	8
17	Tiramisu aux spéculoos économique	750g.com	https://www.750g.com/tiramisu-aux-speculoos-r37336.htm	15	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Break the eggs and separate the whites from the yolks. Blanch the egg yolks by gradually adding the brown sugar and the vanilla sugar. Bien mix by adding the sugar so as to obtain a homogeneous and frothy mixture. The eggs and sugar must form a firm ribbon. Add the egg mascarpone and mix with a whisk. Batch the egg whites in very firm snow. Incorporate the egg whites with the egg/ mascarpone mixture. Incorporate very gently into the spatula by gently lifting the mixture, preventing egg whites should fall. In a deep plate, mix the coffee with the Marsala _with possibly a little caramel_ Step 2:Lightly dip the speculoos cookies in the hollow plate. Do not soak them too much so that the cookies remain a minimum firm. The inside of the cookie must remain dry. Take the bottom of a terrine or a dish with a layer of cookies to cover the layer of cookies with the mascarpone and egg mixture. Alternate the layers of cookies and cream. A layer of cream. Put the dish in the refrigerator for 1 h. Servir the portions sprinkled with speculoos crumbs.	7
18	Tiramisu façon madeleine de Proust	750g.com	https://www.750g.com/tiramisu-facon-madeleine-de-proust-r66989.htm	20	4 servings	https://static.750g.com/images/600-600/dc6dccff639e49a57d0e1f0547c45694/tiramisu-facon-madeleine-de-proust.png	not_given	Step 1 :Imbiber 4 Madeleines de Marsala.Reserve.Cut the strawberries into strips.In a bowl, mix the strawberries, whole raspberries, lime juice and chopped mint.2nd step :Beat the egg yolks and whisk sugar, until a frothy consistency is obtained.Then add the mascarpone.Mount the 3 egg whites in firm snow and gently incorporate them into the preparation.Step 3:In each verrine, put the fruit salad, an soaked madeleine then a beautiful layer of mascarpone.Sprinkle with a pinch of cinnamon, then keep cool at least 3 hours.Pour the mascarpone cream over the madeleines and decorate with a pinch of cinnamon.	11
19	Tiramisu épices poires caramel	750g.com	https://www.750g.com/tiramisu-epices-poires-caramel-r11359.htm	30	6 servings	https://static.750g.com/images/600-600/af242f5f5d5471ef6177216cb16d2b75/tiramisu-epices-poires-caramel.jpg	not_given	Step 1 :The pears compote steal and cut the pears into small pieces. Heat a pan with the butter, add the cut pears, the split and scraped vanilla pod, as well as the brown sugar. Let caramelize for about 10 minutes over high heat and let cool. The caramel cream Make a dry caramel with the 80g powdered sugar. As soon as he took a pretty amber color, incorporate salted butter, then the liquid cream. Let cool. In a bowl, mix the brown sugar with the whisk egg yolks, then add the mascarpone. Incorporate the cooled caramel. Mount the whole cold cream in whipped cream, then mix it in the preparation gently with a maryse. Reserve in the fridge. Setting glasses crumble at the bottom of each glass a little gingerbread. Press the orange and sprinkle the gingerbread, without however soaring it too much. Then divide the pear compote, taking care to have removed the vanilla pod. Then pour the caramel cream over it. Reserve at least 4 hours in the refrigerator. Dressing of plates sprinkle the surface of each cinnamon tiramisu powder and place a starry star on it. Put a drink on each plate. Cut fairly thin wet in the gingerbread and place 2 on each plate, one on the other. Decorate with a few orange zest and a physalis on the front. Serve fresh!	20
20	Tiramisu au rhum et aux épices	750g.com	https://www.750g.com/tiramisu-au-shrubb-aux-epices-r97419.htm	30	8 servings	https://static.750g.com/images/600-600/2c52c69a83d0668d28d5d9743830b0a9/tiramisu-au-shrubb-and-aux-epices.jpg	not_given	Step 1 :Separate the whites from the yolks.2nd step :Mix the yolks, cane sugar and vanilla extract.Step 3:Whisk the egg whites and gently incorporate them into the spatula with the previous mixture.Step 4:Moisten the cookies in the shrubb.Step 5:Alternate cookies wet in shrubb and cream. Step 6:Finish with a layer of cream.Step 7:Decorate with cinnamon and starre battons.  Step 8:Put in the refrigerator 2 hours minimum.	9
21	Tiramisu chocolat et poires pochées au Gewurztraminer et aux épices	750g.com	https://www.750g.com/tiramisu-chocolat-et-poires-pochees-au-gewurztraminer-et-aux-epices-r59105.htm	85.0	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Preparation of the pears the pears and peel them, leaving the tails. Professor the syrup to poach the pears by mixing: wine, honey, 150g sugar, a split and scraped vanilla pod, ginger. Bring the syrup to a boil then simmer for 5 minutes before delicately plunge the pears. Power the pears for about 25 minutes _time to be adapted according to the ripening of the fruits_ turn the pears every 5 minutes. Check the cooking of the pears with the tip of a knife in the lower part of the fruit. End the pears of the syrup with a skimmer and let them cool. 2nd step :When the pears are cold, cut them in 2 _in horizontal cut_ put aside the part with the tail. Cut the lower part in dice, taking care to remove the core. Reserve . Step 3:Preparation of the chocolate mascarpone mousse Make the chocolate cut into pieces in bain-marie. Bet the egg yolks with the sugar for 3-4 min. Add the mascarpone and beat again 3-4 min. Add the melted chocolate. Beat again. Mount the egg whites with a pinch of salt. Incorporate the white people with a chocolate mascarpone egg chocolate delicately with a maryse. Step 4:Mounting in the verrines a layer of pears cut into strips or in disrepair of crumbled cookies then chocolate mascarpone foam. Recend the operation and finish with the mascarpone chocolate foam. Cover with a cling film and set aside in the refrigerator for at least 6 hours. Step 5:At the time of the service add the chocolate lace decorations made with melted chocolate placed in nets on a rhodoïd sheet _thus form lace in roller and band that will be placed on the verrines at the time of the service_	14
22	Tiramisu gourmand à la pomme	750g.com	https://www.750g.com/tiramisu-a-la-pomme-r77041.htm	15	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Mix for 5 minutes the sugar with the eggs.2nd step :Meanwhile, peel the apples and cut them into small cubes.Step 3:When the egg and sugar mixture is ready, gently add the mascarpone.Step 4:Preparation of the verrines after having soaked _round trip_ the cookies in a 3/4 manzana +1/4 water mixture, placing alternating _soaked cookies, mascarpone mixture, dice of apples ..... operation to be renewed untilhigh of the verrines. The last layer must be the mascarpone. Step 5:Sprinkle with a little cinnamon.Place in the refrigerator at least 2 hours before a good tasting!	8
23	Foie gras de canard au Gewurztraminer	750g.com	https://www.750g.com/foie-gras-de-canard-au-gewurztraminer-r31809.htm	35	4 servings	https://static.750g.com/images/600-600/d35c52dddf3cfc000f00d9d26045fbce/foie-gras-de-canard-au-gewurztraminer.png	not_given	Step 1 :Enjoy the duck liver lobe.2nd step :Mix salt, sugar and pepper and season the liver.Add the gewurztraminer. Take the lobe in a small terrine and let stand one night in the fridge.Step 3:Bake for 20 minutes at 80 ° C. Laying sit 24 hours before serving.	5
24	Terrine de foie gras maison au gewurstraminer	750g.com	https://www.750g.com/terrine-de-foie-gras-maison-au-gewurstraminer-r19211.htm	33	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	"Step 1 :Take out your foie gras for 15 minutes before your fridge. Discount it.Put it in a bowl, cover with cold water add 1 tablespoon of coarse salt, and put it back in the fridge for about 2 hours.Take it out, then put it to drain.Then put it in a ""microwave"" terrine and cover with gewurstraminer.Leave to marinate for 1 hour in the fridge.To finish throw the excess wine, and cook your terrine in the microwave by 20 seconds slice while respecting the maximum 3 minutes.Check cooking to heart using a knife, if your blade is hot it_s good.Put your terrine on it a board of paneling with a few weights, and leave it in the fridge at least 24 hours, then unmold and taste!"	5
25	Foie gras de Noël gourmand	750g.com	https://www.750g.com/foie-gras-de-noel-r45597.htm	38	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Deveate the foie gras.2nd step :Salt, pepper, add the gewurztraminer.Step 3:Reserve cool for a few hours.Step 4:Reconstitute the liver in a flexible _disposable_ aluminum mold.Step 5:Film everything _put several thicknesses_.Step 6:Cook with steamed _hot_ for 13 min.Step 7:Wait 2 or 3 days before tasting.	4
26	Carré d_agneau au pesto de romarin en habit de Noël	750g.com	https://www.750g.com/carre-dagneau-au-pesto-de-romarin-en-habit-de-noel-r45298.htm	55	3 servings	https://static.750g.com/images/600-600/74ae8b20a201069335b4d37285f58280/carre-d-agneau-au-pesto-de-romarin-en-habit-de-noel.png	not_given	Step 1 :Preheat the oven to 200 ° C for peppers. The peppers and dry the peppers, place them on the oven rack and leave them there, turning them once, about 15 minutes until the skin wills but without It darkens _to keep a beautiful red color_. When cooked, put them in an airtight box so that the skin is easily removed. 2nd step :Prepare the pesto. In the bowl of a small mixer, put the almonds, 2 spoons of olive oil, the rosemary leaves _without the branches!_, The clove of garlic. Mix a little bit and possibly add another spoon of oil if it is too compact. Salt, pepper. Keep a somewhat grainy consistency. Step 3:Prepare the lamb square. In a pan with 2 tablespoons of olive oil, brown 3 to 4 minutes on each side the square of lamb. To book. Preheat the oven again to 200 ° C. Generously coat each side of the lamb square. Step 4:Form a crown with the lamb square, attach with kitchen wire, add to the center and around the rest of the pesto. Wrap the meat with the pepper from which the skin, seeds and filaments have been removed. Attach if necessary with small rosemary skewers. Prick in the center of beautiful branches of rosemary. Pass with a brush a little salted and peppery olive oil on the outside of the pepper. Bake for 20 minutes at 200 ° C _the pepper protecting the lamb a little, you need a little more cooking_ for well rosé lamb or a little more cooking for more cooked lamb.	9
27	Foie gras framboises Uby	750g.com	https://www.750g.com/foie-gras-framboises-uby-r88330.htm	30	8 servings	https://static.750g.com/images/600-600/31992830a9510341671ef239a4c11ece/foie-gras-framboises-uby.jpeg	not_given	Step 1 :Get the foie gras lobes.2nd step :Season with salt the pepper the sugar and the spices.Put in a dish with the dimensions of foie gras.Add raspberry vinegar and wine.Cover with cling film.Let stand 48 hours in the refrigerator.Step 3:On a cling film, form a sausage with the foie gras.Tighten well and then tie the ends.Repeat in a second film.Wrap in a cloth and tie the ends with a string.Step 4:Immerse fully in a saucepan of boiling water.Extinguish the fire immediately.Leave 20min.Let stand at room temperature.Leave in the refrigerator for a week.	7
28	Escalopes de foie gras aux poires fondantes et Williamine	750g.com	https://www.750g.com/escalopes-de-foie-gras-aux-poires-fondantes-et-williamine-r59885.htm	20	4 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :To cut off the raw foie gras, using a knife soaked in hot water, cut slices 1 cm thick by tilting the lameafin to slice in the bias. Dip the knife in the water between each cut. 2nd step :Put the foie gras cutlets to macerate 15 min in pear alcohol. Step 3:Cut the pears into 1/2 cm slices without peeling them. Step 4:In a pan, bring the honey to a boil, add the pears, the sechuan pepper and crumble 2 or 3 cinnamon sticks somewhat. Have the pear slices confit until they are translucent. Step 5:Drain the cutlets, cook them in a very dry pan _no addition of fat_ 1 min on each side. Return the cutlets on an absorbent paper. Step 6:The presentation immediately move to the making of the plates. Place candied pear slices, pan -fried liver cutlets. Coat the cooking juice of well warmed pears, leaving cinnamon and pepper for decoration. Serve	8
29	Foie gras confit à la betterave	750g.com	https://www.750g.com/foie-gras-confit-a-la-betterave-r64283.htm	30	4 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :The marinade the day before, mix finely, in a robot, all the elements of the marinade except vanilla. Split the vanilla pod in half and take the seeds using the tip of a knife. Pour everything at the bottom of a terrine dish and add the whole foie gras. It must be completely covered by the marinade. Film the dish with cling film then let stand at room temperature for 24 h. Watch, marinate the pomegranate seeds in a mixture of white vinegar and sugar for 24 hours. Reserve. 2nd step :Cooking the foie gras the day before, remove the maritudic liver lobes from the marinade. Cook them in a filmed hollow plate, in the microwave, for 2 min, at full power _800 W_, then let stand On a grid at room temperature, for 10 min so that the excess fat flows. You can also cook the foie gras in traditional 160 ° C oven for 10 min _without cling film_. Badig the duck foie gras cooked with a little of the marinade. Wrap it in cling film and slightly give it a form of sausage, gently rolling it on the worktop. Place in the refrigerator for 24 hours. Step 3:The finish the same day, using a knife whose blade you will regularly immerse in hot water, cut thin slices of foie gras, then place them on plates. Sprinkle the foie gras with marinated pomegranate seeds, finely chopped chives and pine nuts that you will have previously grilled dry, for 30 s in a pan over medium heat. Serve with very hot toast.	13
30	Poires au Vin Jaune, Miel et Curry	750g.com	https://www.750g.com/poires-au-vin-jaune-miel-et-curry-r87967.htm	30	4 servings	https://static.750g.com/images/600-600/6e0c444aab392c87283b5d2826ba0d61/poires-au-vin-jaune-miel-et-curry.jpeg	not_given	Step 1 :Poached pears: in a saucepan, pour the sugar, the yellow wine, the pulp of a vanilla pod and the curry. Mix well, heat over low heat while stirring from time to time until full dissolution. Meanwhile, peel the pears, brush with lemon juice and place them in the pan on the syrup. Also add the rest of the lemon juice. Cook over low heat for 15-20 minutes depending on the maturation of the pears while sprinkling and turning the pears. Once the pears are cooked, get them out of the syrup and reserve them. If the syrup is not thick enough to your taste, prolong the cooking over low heat of 5 minutes. Reserve in the fridge. 2nd step :Saved: In a dish, mix the sugar with soft butter and egg. Add the flour and sand by hand. Gather the dough and put 1 hour in the fridge. On a work surface, spread the dough over 1/2cm thick and cut 4 large stars using a cookie cutter or nonette. Brown each shortbread with an egg yolk and place them on a baking sheet lined with parchment paper and cook for 10 minutes in 180 ° C. To book. Step 3:Chocolate sauce: in a double boiler, melt the chocolate into pieces over low heat with the liquid crème fraîche while stirring.	18
31	Ballotin de foie gras aux échalotes confites	750g.com	https://www.750g.com/ballotin-de-foie-gras-aux-echalotes-confites-r59884.htm	45	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :The day before separating the foie gras lobes and becoming them. Spice well on each side. Rolling them individually in heat -resistant cling film, tightening the ends well to obtain a regular tank. Prick the film several times with a needle. Leave in the refrigerator at least for 2 hours. 2nd step :In a large saucepan of 1.5 liters of water, melt 1 portion of poultry broth. As soon as the water begins to smoke, dive the bundles. To the first quivering lower the heat to the maximum and cover. Turn off the fire after 30 min. Step 3:Take the ballotins, let them drain and cool, before depositing them without unpacking them, for one night in the refrigerator. Cover with clean cloth. Peel and mince the shallots at the end, arrange them in a powdery plate of sugar. Cover with a film and put in the refrigerator. Step 4:On the day of the recipe in a small saucepan, pour a tablespoon of raspberry vinegar and heat up. As soon as the vinegar begins to evaporate add a quarter of pressed lemon juice, 2 large glasses of water, shallots and sugar. Step 5:After 8 to 10 min add the raspberry coulis and gently reduce about 5 min. As soon as the bubbles go up and increase the volume carefully monitoring to the sirupy consistency. Step 6:The finish unpack the foie gras. Slice with a lyre or a fine blade. Arrange on a cold plate with the lukewarm raspberry shallot confit.	9
