id	name	host	link	time	yeild	photo	nutrients	instructions	number_ingredients
13	Soupe de Haricots Tarbais à l_italienne et pâtes par Silvia Santucci	750g.com	https://www.750g.com/soupe-de-haricots-tarbais-a-litalienne-et-pates-par-silvia-santucci-r78764.htm	35	4 servings	https://static.750g.com/images/600-600/74dce8cad3ebd82beb07531b31e213b9/soupe-de-haricots-tarbais-a-litalienne-et-pates-par-silvia-santucci.jpeg	not_given	Step 1 :Tarbais beans soak the Tarbais beans one night _the day before_ in 2 times and a half their volume of cold water. The same day, throw the water and drain the beans. 2nd step :The soup peel the onion and carrot, cut them into small dice and put them in a saucepan. Peel and degerm the garlic, crush it and add it to the rest. Add the oil and brown everything over medium heat. Add the bacon and get them back, stirring from time to time. Add the Tarbais beans and the bouquet garni. Step 3:Cover with the broth, salt according to your taste, cover the pan and simmer 1h30 over low heat. At the end of this time, remove the bouquet garni, pour 1/3 of the soup into the bowl of a hand blender and mix it until you get a smooth cream, set aside. Put the remaining 2/3 soup on the fire, cover it again with the broth, bring to a boil. Step 4:From a boil, pour the pasta into the soup and cook them uncovered, the time indicated on the package _about 9 minutes_. Once the pasta was cooked by the dente, pour the Tarbais bean cream previously mixed in the soup, mix. Serve the hot soup, add a drizzle of extra virgin olive oil when tasting it.	11
14	Soupes de pâtes	750g.com	https://www.750g.com/soupes-de-pates-r84082.htm	18	4 servings	https://static.750g.com/images/600-600/a6e548a224108c33d4cf8f729ad8a314/soupe.jpg	not_given	Step 1 :Cut the carrot and onion into small pieces.In a saucepan, brown them with a knob of butter and then add the chicken broth, the salt and the mill pepper.2nd step :Bring everything to a boil and put the tomato puree to dilute it, then add the pasta and cook according to the time indicated.Serve immediately.	8
15	Minestrone rapide	750g.com	https://www.750g.com/minestrone-r53640.htm	95.0	6 servings	https://static.750g.com/images/600-600/f2bb0f1047f8dd2177636ac8bbb96883/minestrone-rapide.png	not_given	Step 1 :Wash, peel the carrots and potatoes, and cut them into it. The celery and zucchini. Peel and chop the onions and the garlic. Cover the cabbage in thin strips, scare the peas. Cut the smoked bacon into small dice. 2nd step :In a large Dutch oven, pour 3 tablespoons of olive oil and brown the bacon and onions. Then add the carrots, celery and a clove of garlic, and cook for 5 min. Add the tomatoes with their juice, tomato concentrate, sugar, thyme, 2 tablespoons of basil, 2 liters of water, salt and pepper. Cover and simmer 20 min, stirring from time to time. Step 3:Add the potatoes and zucchini, cover and cook for 10 min. Then add the peas and cabbage, cover and cook for 15 min. Finally, add the drained white beans, the pasta, and cook 10 minutes uncovered. At the end of cooking, add the rest of olive oil, basil and chopped garlic, rectify the seasoning if necessary. Servir hot, in a soupter preferably, sprinkle with parmesan and accompany this minestrone with a bowl Pistou.	19
16	Soupe de pâtes au brocoli et gésiers confits	750g.com	https://www.750g.com/soupe-de-pates-au-brocoli-et-gesiers-confits-r13324.htm	40	6 servings	https://static.750g.com/images/600-600/10bd51a51fbcc9615343c167dbab3076/soupe-de-pates-au-brocoli-et-gesiers-confits.jpg	not_given	Step 1 :Wash the broccoli and detailed in small tops, add it to a saucepan with water and broth cubes.Cook for about 25 minutes.Add a little water if it lacks a lot _you have to stay 2 liters_, then add the pasta that cooks 9 minutes, the salt and a minute before the end put the candied gizzards which simply need to be reheated notcooked _they are already_!	7
17	Soupe de Fagottini aux poireaux et lard	750g.com	https://www.750g.com/soupe-de-fagottini-aux-poireaux-et-lard-r66128.htm	50	3 servings	https://static.750g.com/images/600-600/5d6c4ba0feb5ecaf2a878067c753ba72/soupe-de-fagottini-aux-poireaux-et-lard.png	not_given	Step 1 :Cut the leeks into thin rings, the potato and the diced bacon.2nd step :Brown the leeks in the butter and oil, add the potato and the bacon then the broth and cook for 30/35 minutes.Salt and pepper.Step 3:Cook the fagottini with ricotta and amonggiano Reggiano Piccolini in the soup and serve after adding a little chopped parsley.	10
18	Soupe de tomates aux pâtes et au basilic	750g.com	https://www.750g.com/soupe-de-tomates-aux-pates-et-au-basilic-r13258.htm	60.0	4 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :1. Heat the oil in a casserole dish.Add the onion, garlic and pepper.Cook for 10 minutes, stirring until the vegetables are tender.Add the chopped tomatoes and extend the cooking for 10 minutes. 2.Pour the broth, tomato concentrate, salt, pepper and sugar.Cover and simmer for 15 minutes.Remove from heat and add the basil.Pass the soup to the mixer. 3.Cook the pasta separately.Add them to the soup. Servir and taste ...	12
19	Soupe de pâtes	750g.com	https://www.750g.com/soupe-de-pates-r56952.htm	25	4 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Put salted water in a saucepan and cook the pasta.2nd step :Meanwhile, crush the laughing cow _depending on the tastes_ with a little butter in a hollow plate.Step 3:Once the pasta is cooked, put them on the plate with a little cooking water.Step 4:It_s ready. Good appetite!	4
20	Soupe aux haricots rouges gourmande	750g.com	https://www.750g.com/soupe-aux-haricots-rouges-r83274.htm	60.0	4 servings	https://static.750g.com/images/600-600/6d530281f2085ef6d00a98158f0789a5/soupe-aux-haricots-rouges-gourmande.png	not_given	Step 1 :Heat oil in a skillet.2nd step :Add the onions and cook for 5-7 minutes.Step 3:Add the garlic, chile and cumin and cook for 1 min.Step 4:Add the beans, tomatoes, chicken broth, red peppers and oregano and cook gently for 20 minutes Step 5:Remove fire and add the corn and lemon juice, salt, pepper and possibly tabasco.Step 6:Mix or not the soup according to your taste.	15
21	Soupe paysanne dans un patisson	750g.com	https://www.750g.com/soupe-paysanne-dans-un-patisson-r82901.htm	45	6 servings	https://static.750g.com/images/600-600/4ca6fa0a1568ae77ac54784b1e050970/soupe-paysanne-dans-un-patisson.jpeg	not_given	Step 1 :Dig the pastisson and reserve the flesh.Wash and cut all vegetables and raw ham.2nd step :In a Dutch oven melt the butter and add all the vegetables to sweat well and add the water up to the salt and pepper vegetables.Step 3:Cook for 20 minutes, add water if necessary and adjust the seasoning.Step 4:Put the vermicelli to cook in the soup.Serve in the patisson or on a plate.	16
22	Soupe fraicheur aux légumes verts	750g.com	https://www.750g.com/soupe-fraicheur-aux-legumes-verts-r83300.htm	45	4 servings	https://static.750g.com/images/600-600/56377c0d6fb21cf6d020804d0222482c/soupe-fraicheur-aux-legumes-verts.png	not_given	Step 1 :Cut the fennel and broccoli into pieces.Cut the onion into a small cube.2nd step :In an all-all, make the onion whiten with a knob of butter, then add 1 liter of water and the bouquet garni.Boil.Step 3:Add the vegetables _fennel, broccoli and mangetout_ put a lid and leave leather over low heat for about 30 minutes.Step 4:At the end of cooking, let cool for a moment and mix everything.Pepper and salt to your liking.	7
23	Le bouillon glacé de haricots Borlotti et vitelotte, chipirons sautés comme au pays Basque	750g.com	https://www.750g.com/le-bouillon-glace-de-haricots-borlotti-et-vitelotte-chipirons-sautes-comme-au-pays-basque-r35173.htm	120.0	4 servings	https://static.750g.com/images/600-600/9f263a94a79731ab624a3d9ed3c2725e/le-bouillon-glace-de-haricots-borlotti-et-vitelotte-chipirons-sautes-comme-au-pays-basque.png	not_given	Step 1 :Cook the Vitelotte potatoes in the field dress, then peel them.Reserve. Fondant harbotti beans in a classic way, with the aromatic garnish and the white salt chicken background at ¾ of cooking.Mix the halicot halves with the Vitelotte pulp and relax with the cooking of beans until a cream is consistent.GLACE.Add the sherry vinegar and adjust the seasoning.2nd step :Clean the chipirons, mince the bodies in rings, and keep the heads whole by removing the beak.Step 3:Chop the garlic, make piquillo strips, crush the flat parsley step 4:Have borlotti beans in the hollow plate and pour the icy broth.Make the bodies and heads of chipirons color and add at the last moment garlic, parsley, piquillo, espelette pepper, and salt.Step 5:Harmly arrange on the broth.Decorate with a fried basil leaf.	10
24	La fasolada au hareng fumé _cuisine grecque_	750g.com	https://www.750g.com/la-fasolada-au-hareng-fume-cuisine-grecque-r207227.htm	125.0	4 servings	https://static.750g.com/images/600-600/aa7b41944ee226225451fb8d6ab1a07d/773-papilles.jpg	not_given	Step 1: The day beforeSoak your beans in a large volume of water. Step 2: The next dayDrain the beans, pour them into a saucepan then cover them with water. Simmer for 15 minutes. Meanwhile, peel and chop the onion, cut the branches of clerk into dice _keep the leaves whole_, cut the leek white into pieces and the carrot into thin rings. Step 3:When the beans are tends but not too much, drain them. In a casserole dish, add the glass of olive oil and heat. Add the onion, leek then beans. Mix then add a tablespoon spoon of tomato puree to bring a nice color. Add the carrot, the clerk and the leaves and then mix. Add the whole pepper or cut in half if you want more spice. Add the water then shudder for 1 hour and 30 minutes. Step 4:Grill the herring on the flame then put the flesh in a flat with a flat with gratin. Add vinegar, a little lemon juice and olive oil. Serve the soup in bowls, add the herring and a drizzle of olive oil.	13
25	Crosnes poêlés aux lardons et haricots beurre	750g.com	https://www.750g.com/crosnes-poeles-aux-lardons-et-haricots-beurre-r44821.htm	30	3 servings	https://static.750g.com/images/600-600/c41e0264d9e072a8b025d8a71b711749/crosnes-poeles-aux-lardons-et-haricots-beurre.png	not_given	Step 1 :Rinse crosnes._You can clean them in a clean cloth with coarse salt by rubbing them dry_ Step 2:Put a pan of water to heat and immerse the crosnes with a pinch of salt for 8 minutes. Egoutter.Step 3:In a hot pan, melt a piece of butter.Add the bacon to the pan, the chopped shallot, the crosnes.Leave to brown for 2 to 3 minutes, then add the butter beans. Fry more than 5 minutes.Step 4:Add the chopped parsley, a pinch of dehydrated garlic _or fresh_ and pepper. Warm!	8
26	Joues de porc au vin rouge	750g.com	https://www.750g.com/joues-de-porc-au-vin-rouge-r31676.htm	200.0	4 servings	https://static.750g.com/images/600-600/3caa06b92b040ed9594cea9a886dd5d3/joues-de-porc-au-vin-rouge.png	not_given	Step 1 :The day before Prepare the marinade: Cut the onions and carrot into small pieces, mix with the meat, add the 4 spices and cover with wine.2nd step :The next day drain the meat and sauté it in olive oil, reserve the meat in a dish.In the same casserole dish, brown the bacon, then add the drained vegetables of the marinade and garlic.After a few minutes, put the meat back in the casserole dish, the cognac and flambez.Sprinkle the meat with the flour, stir, pour the marinade, salt.Simmer at least 3 hours on low heat, add the pepper shortly before the end of cooking.	12
27	Chou vert farci	750g.com	https://www.750g.com/chou-vert-farci-r82272.htm	125.0	6 servings	https://static.750g.com/images/600-600/e8937eadeee2950010e87fbbade2cf29/chou-vert-farci.jpeg	not_given	Step 1 :Prepare the stuffing by mixing the meats, the peeled and minced onion, the pressed garlic, the chopped parsley, the egg, salt, pepper. Brown the bacon in a little olive oil then mix them and add them to the stuffing. Mix well. Reserve in the refrigerator. 2nd step :Wash the cabbage, remove the first leaves and bring to a boil about 5 min. Throw the water and cool it with cold water then drain. Gently open and spread the leaves one by one without detaching them. Remove the heart of the cabbage and complete with the stuffing, close with the leaves. Step 3:Put back the stuffing at the base of the leaves and up to the top, close with leaves and so on to reconstruct the cabbage. Having not been able to have strap I put it on with roast string. In a pot bring back the minced onion with the bacon. Place the stuffed cabbage, leave 5 min then pour the white wine and 30 cl of water. Cover and cook over low heat for 1 hour 35. Step 4:Add the peeled potatoes and cut in two 20 min before the end of cooking. If necessary add a little water. Remove the pot and potatoes from the pot. Mix the juice with the bacon and put back into the pot with the cabbage and the potatoes. Serve hot.	13
28	Gaufres salées fourrées aux champigons et lardons fumés	750g.com	https://www.750g.com/gaufres-salees-fourrees-aux-champigons-et-lardons-fumes-r21549.htm	40	10 servings	https://static.750g.com/images/600-600/c12d187eacb97733d498f6cc04d0c95e/gaufres-salees-fourrees-aux-champigons-et-lardons-fumes.jpg	not_given	Step 1 :Knead all the ingredients together to have a flexible paste and let stand 1/2Hentre time, clean the mushrooms, cut them and cook them in a little butter, salt and pepper and add a clove of garlic and nothing thymcuire The bacon with a little water in the pan until they are roasted, add the white sauce to the mushrooms by putting the butter in a pan, when melted add the flour, cook for 2 min, add Gradually the cold milk and let thicken, add the gruyèreaer add 4 tbsp this sauce in the bacon and mushrooms the dough has mounted, make pasti from 100gretaler a piece of dough in a large rectangle of twice the length of the wreath Farcery on half and fold the piece by pressing the edges, then fold on itself so as not to have a leakage to heat the iron, put two waffles at the same time by putting the welds downwards and leather leather E a few mins until they become red _at least 5 min_ serve with cheese sauce is a complete dish	19
29	Clafoutis salé au roquefort	750g.com	https://www.750g.com/clafoutis-au-roquefort-r47271.htm	40	4 servings	https://static.750g.com/images/600-600/87049dc92f2c70491ed33c3c266f5b03/clafoutis-sale-au-roquefort.jpg	not_given	Step 1 :Mix 3 built -in eggs with 1 beaten yellow in an omelet then dilute with cream and milk.Salt and pepper. Add 2 tablespoons of walnut oil 2:Cut the ham into small pieces and add them to the eggs as well as the bacon.Mix well and pour everything into a dish, oven, buttered. Oven and bake for 30 minutes	8
30	Risotto aux poivrons façon paella	750g.com	https://www.750g.com/risotto-aux-poivrons-facon-paella-r61338.htm	40	6 servings	https://static.750g.com/images/600-600/4a8f69a045c853f578ce8b8cac7ec725/risotto-aux-poivrons-facon-paella.png	not_given	Step 1 :In a saucepan, heat 1 l of water and add the broth cube.Leave on slight shudder.2nd step :In a pan, brown a little butter and add the peppers cut into strips and the chest cut into small pieces.Brown them for a few moments until slight coloring.Add 2 small ladles of the vegetable broth and heat until the liquid absorption.To book.Step 3:In another thick bottom saucepan, brown a little butter and add the rice.Let it cook until it is well coated and slightly translucent.Add the white wine and stir until the liquid is absorbed.Step 4:Subsequently, add the ladle -shaped broth while waiting for the liquid to be absorbed each time.When the rice is soft, add the cream, the powder and the pepper garnish - smoked chest.Mix well and serve hot.	8
31	Risotto Milanais	750g.com	https://www.750g.com/risotto-milanais-r24330.htm	50	4 servings	https://static.750g.com/images/600-600/4c7e6979258d6ed3d9af78f66c8bbd63/risotto-milanais.png	not_given	Step 1 :Brown the chopped onions in the oil by making them blond, add the rice and stir well.2nd step :When the rice is translucent, add chicken broth and the glass of white wine so as to cover the rice.Add the saffron.Step 3:Stir when the bubble is absorbed, start at least 3 times again and cover.Step 4:Add the salt and pepper and serve it all when the bubble is not completely absorbed so that it is creamy.	6
32	Poêlée de riz complet crémeuse	750g.com	https://www.750g.com/poelee-de-riz-complet-cremeuse-r52637.htm	30	4 servings	https://static.750g.com/images/600-600/ebd5e5ee56a6f36b563e9f73c23e2be3/rizphiladelphia.jpg	not_given	Step 1 :Prepare the rice as indicated on the packaging.Brown the new onions in hot olive oil, add the peppers and tomatoes, then wet with the vegetable broth.Cook in the muffled for about 8 minutes.2nd step :Add the Philadelphia and melt it over low heat.Add the cooked rice.Step 3:Season the pan -fried rice with salt, pepper and Worcester sauce.Serve after sprinkling it with parsley.	9
33	Salade de riz complet à l_oriental, brochette de queues de gambas, vinaigre balsamique	750g.com	https://www.750g.com/salade-de-riz-complet-a-loriental-brochette-de-queues-de-gambas-vinaigre-balsamique-r28835.htm	42	4 servings	https://static.750g.com/images/600-600/563a6d4ba5535ba4029a8dac008a4e6d/salade-de-riz-complet-a-l-oriental-brochette-de-queues-de-gambas-vinaigre-balsamique.jpg	not_given	Step 1 :Cook the full rice in a container of boiling salted water for about 12 minutes. Reduce the balsamic vinegar over low heat until you get a syrup, then set aside at room temperature. Decorted the prawns, remove your head, in a container to water them with olive oil and paprika, Let them marinate for 15 minutes. Peel the mango, cut thin strips using a thrifty. Prick the prawns on the skewers and cook them in a pan non -adherent with a tablespoon of olive oil, salt and pepper. Do not cook them too much, they would be too dry. Make the rice with the mangoes, the shallots, add 4 tablespoons of olive oil, a line of lemon, salt and pepper. Mix the herbs, season them with a dash of olive oil and lemon. Display the rice salad on the center of the plates, all around the skewers of prawns, on the rice Place the herbs salad, Make a cord of balsamic vinegar.	11
34	Riz complet aux petits légumes	750g.com	https://www.750g.com/riz-complet-aux-petits-legumes-r9006.htm	75.0	4 servings	https://static.750g.com/images/600-600/85fafa75149e0c0aa15fd1c0bbfe7011/riz-complet-aux-petits-legumes.jpg	not_given	"Step 1 :- Wash and drain the full rice.Heat your volume of salt water 4 times.At the boil, throw the rice into it and cook for 45 minutes.- Meanwhile, wash the zucchini, cut them in 2 in the length and cut them into thin strips without peeling them.Scrape the carrots and cut them into thin rings.Wash a leek white and cut it into rings.- Arrange all the vegetables in the compartment of a vapor cooker.Cover, bring to a boil and cook for about 15 minutes until the vegetables are ""al dente"" .- Drain the cooked rice.Pour it into a casserole dish.Incorporate 15 cl of tomato coulis and 1 tablespoon of olive oil.Heat over low heat, stirring with a wooden spoon.- Add the cooked vegetables.Salt, pepper.Gently mix and simmer for 5 minutes to link the flavors.Transfer to a hollow heated dish.Sprinkle with strands of tarragon and basil.Serve immediately."	12
35	Riz cantonais simple et rapide	750g.com	https://www.750g.com/riz-cantonnais-r51037.htm	25	6 servings	https://static.750g.com/images/600-600/0e12af75a23470aaaca902abbdb212c2/riz-cantonnais.png	not_given	Step 1 :Cook the rice.2nd step :Beat the eggs in omelet and cook it.Step 3:Cut the diced ham and drain the box of peas.Step 4:Mix everything.	5
36	Risotto au riz complet et à l_ail blanc de Lomagne	750g.com	https://www.750g.com/risotto-au-riz-complet-et-a-lail-blanc-de-lomagne-r78304.htm	65.0	3 servings	https://static.750g.com/images/600-600/8a4173f8b820744f9f0a0d039a5f9517/risotto-au-riz-complet-et-a-l-ail-blanc-de-lomagne.jpeg	not_given	Step 1 :Blanch the whole garlic cloves in cold water for 5 min.Drain and peel and cook them for 20 min in water _until tender_.Drain again and crush them in puree.2nd step :Brown the chopped shallot in olive oil for 2 min then add the rice and let it come back for 2 min, stirring.Pour the white wine and wait for it to be completely absorbed.Cover with broth, cover and simmer over very low heat.The risotto is cooked when the broth has been completely absorbed.Turn off the heat and incorporate the garlic puree, almond cream, grated parmesan and chopped parsley.Let stand 3 min and serve immediately.	9
37	Riz antillais	750g.com	https://www.750g.com/riz-antillais-r11060.htm	45	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Brown the bacon in a tablespoon of olive oil add the red beans wait 2/3min and add the rice and the coconut milk then cover with water puts the cover and cook 40 minutes according to your tastes	4
